"department","publisher","books","percent"
"Hebrew & Jewish Studies","Equinox Publishing",1,0.10638297872340426
"Hebrew & Jewish Studies","Algonquin Books of Chapel Hill",1,0.10638297872340426
"Hebrew & Jewish Studies","University of Pittsburgh Press",2,0.2127659574468085
"Hebrew & Jewish Studies","Syracuse University Press",3,0.3191489361702128
"Hebrew & Jewish Studies","Stanford University Press",6,0.6382978723404256
"Hebrew & Jewish Studies","Carroll & Graf",1,0.10638297872340426
"Hebrew & Jewish Studies","Rowman & Littlefield",6,0.6382978723404256
"Hebrew & Jewish Studies","HarperCollins",4,0.425531914893617
"Hebrew & Jewish Studies","University of Minnesota Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Oxford University Press, USA",5,0.5319148936170213
"Hebrew & Jewish Studies","G. Braziller in association with the Jewish Museum",1,0.10638297872340426
"Hebrew & Jewish Studies","Little, Brown",1,0.10638297872340426
"Hebrew & Jewish Studies","Knopf",5,0.5319148936170213
"Hebrew & Jewish Studies","Thames and Hudson",1,0.10638297872340426
"Hebrew & Jewish Studies","NYU PRESS",1,0.10638297872340426
"Hebrew & Jewish Studies","Magnes Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Israel Museum",1,0.10638297872340426
"Hebrew & Jewish Studies","Merrell",1,0.10638297872340426
"Hebrew & Jewish Studies","University Press of America",7,0.7446808510638298
"Hebrew & Jewish Studies","Vintage",3,0.3191489361702128
"Hebrew & Jewish Studies","Basic Books",4,0.425531914893617
"Hebrew & Jewish Studies","Arms and Armour Press",5,0.5319148936170213
"Hebrew & Jewish Studies","Frank Cass",45,4.787234042553192
"Hebrew & Jewish Studies","Ithaca Press",23,2.4468085106382977
"Hebrew & Jewish Studies","Brookings Institution Press",5,0.5319148936170213
"Hebrew & Jewish Studies","Weidenfeld & Nicholson history",5,0.5319148936170213
"Hebrew & Jewish Studies","Longman",7,0.7446808510638298
"Hebrew & Jewish Studies","Westview Press",21,2.234042553191489
"Hebrew & Jewish Studies","St. Martin's Press",5,0.5319148936170213
"Hebrew & Jewish Studies","Simon and Schuster",1,0.10638297872340426
"Hebrew & Jewish Studies","Sidgwick & Jackson",1,0.10638297872340426
"Hebrew & Jewish Studies","I.B. Tauris",1,0.10638297872340426
"Hebrew & Jewish Studies","B. Blackwell",2,0.2127659574468085
"Hebrew & Jewish Studies","Published by University Press of New England [for] Brandeis University Press",3,0.3191489361702128
"Hebrew & Jewish Studies","Barricade Books",1,0.10638297872340426
"Hebrew & Jewish Studies","University Press of Florida",11,1.1702127659574468
"Hebrew & Jewish Studies","Cassell",3,0.3191489361702128
"Hebrew & Jewish Studies","John Murray",1,0.10638297872340426
"Hebrew & Jewish Studies","Unwin Hyman",3,0.3191489361702128
"Hebrew & Jewish Studies","Sussex Academic Press",1,0.10638297872340426
"Hebrew & Jewish Studies","St. Martin's",3,0.3191489361702128
"Hebrew & Jewish Studies","F. Cass",3,0.3191489361702128
"Hebrew & Jewish Studies","Amana Books",1,0.10638297872340426
"Hebrew & Jewish Studies","Praeger",5,0.5319148936170213
"Hebrew & Jewish Studies","Secker & Warburg",3,0.3191489361702128
"Hebrew & Jewish Studies","Deutsch",5,0.5319148936170213
"Hebrew & Jewish Studies","St. Martin's Press in association with the Institute of Jewish Affairs",1,0.10638297872340426
"Hebrew & Jewish Studies","Macmillan in association with St Antony's College, Oxford",1,0.10638297872340426
"Hebrew & Jewish Studies","M.E. Sharpe",1,0.10638297872340426
"Hebrew & Jewish Studies","CQ Press",1,0.10638297872340426
"Hebrew & Jewish Studies","WestviewPress",5,0.5319148936170213
"Hebrew & Jewish Studies","University of Arkansas Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Random House",1,0.10638297872340426
"Hebrew & Jewish Studies","Unwin Paperbacks",1,0.10638297872340426
"Hebrew & Jewish Studies","Stein and Day",1,0.10638297872340426
"Hebrew & Jewish Studies","Sphere",1,0.10638297872340426
"Hebrew & Jewish Studies","Hogarth",1,0.10638297872340426
"Hebrew & Jewish Studies","Simon & Schuster",5,0.5319148936170213
"Hebrew & Jewish Studies","Saqi Books",3,0.3191489361702128
"Hebrew & Jewish Studies","Greenhill Books",1,0.10638297872340426
"Hebrew & Jewish Studies","Weidenfeld & Nicolson",13,1.3829787234042554
"Hebrew & Jewish Studies","Mamcillan",1,0.10638297872340426
"Hebrew & Jewish Studies","I. B. Tauris",3,0.3191489361702128
"Hebrew & Jewish Studies","Gollancz",1,0.10638297872340426
"Hebrew & Jewish Studies","HarperCollinsIllustrated",1,0.10638297872340426
"Hebrew & Jewish Studies","Blackwell Pub",3,0.3191489361702128
"Hebrew & Jewish Studies","D. R. Godine",1,0.10638297872340426
"Hebrew & Jewish Studies","Everyman's Library",1,0.10638297872340426
"Hebrew & Jewish Studies","Zone Books",1,0.10638297872340426
"Hebrew & Jewish Studies","Holmes & Meier",3,0.3191489361702128
"Hebrew & Jewish Studies","Paulist Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Free Association Books",1,0.10638297872340426
"Hebrew & Jewish Studies","University of Nebraska Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Macmillan Press; New York",1,0.10638297872340426
"Hebrew & Jewish Studies","Editions du Seuil",1,0.10638297872340426
"Hebrew & Jewish Studies","Continuum",5,0.5319148936170213
"Hebrew & Jewish Studies","Hill and Wang",1,0.10638297872340426
"Hebrew & Jewish Studies","University of Illinois Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Northwestern University Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Brill Academic Pub",1,0.10638297872340426
"Hebrew & Jewish Studies","Fortress Press",5,0.5319148936170213
"Hebrew & Jewish Studies","SCM Press",5,0.5319148936170213
"Hebrew & Jewish Studies","T&T Clark",3,0.3191489361702128
"Hebrew & Jewish Studies","Allen Lane, Penguin Press",1,0.10638297872340426
"Hebrew & Jewish Studies","T. & T. Clark",3,0.3191489361702128
"Hebrew & Jewish Studies","T & T Clark",1,0.10638297872340426
"Hebrew & Jewish Studies","Paul Mohr Verlag",1,0.10638297872340426
"Hebrew & Jewish Studies","McNally & Loftin Publishers",3,0.3191489361702128
"Hebrew & Jewish Studies","Jonathan Cape",1,0.10638297872340426
"Hebrew & Jewish Studies","Coronet",1,0.10638297872340426
"Hebrew & Jewish Studies","Abacus",3,0.3191489361702128
"Hebrew & Jewish Studies","HarperCollins Publishers Ltd",1,0.10638297872340426
"Hebrew & Jewish Studies","Politicos Pub",1,0.10638297872340426
"Hebrew & Jewish Studies","Farrar, Straus and Giroux",1,0.10638297872340426
"Hebrew & Jewish Studies","HarperPress (5 Jan 2012)",1,0.10638297872340426
"Hebrew & Jewish Studies","Bantam Books",1,0.10638297872340426
"Hebrew & Jewish Studies","Chatto & Windus",1,0.10638297872340426
"Hebrew & Jewish Studies","Trafalgar Square",1,0.10638297872340426
"Hebrew & Jewish Studies","Ivan R. Dee, Publisher",1,0.10638297872340426
"Hebrew & Jewish Studies","Mansell Pub",1,0.10638297872340426
"Hebrew & Jewish Studies","HarperCollins Publishers",1,0.10638297872340426
"Hebrew & Jewish Studies","Pan Books",1,0.10638297872340426
"Hebrew & Jewish Studies","Nation Books",3,0.3191489361702128
"Hebrew & Jewish Studies","Praeger Security International",1,0.10638297872340426
"Hebrew & Jewish Studies","Palgrave Macmillan",4,0.425531914893617
"Hebrew & Jewish Studies","Verso",3,0.3191489361702128
"Hebrew & Jewish Studies","Institute of International Studies, University of California",1,0.10638297872340426
"Hebrew & Jewish Studies","Council on Foreign Relations",1,0.10638297872340426
"Hebrew & Jewish Studies","Greenwood Press",3,0.3191489361702128
"Hebrew & Jewish Studies","Belknap Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Southern Illinois University Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Hoover Institution Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Jewish Theological Seminary of America",7,0.7446808510638298
"Hebrew & Jewish Studies","E. Mellen Press",5,0.5319148936170213
"Hebrew & Jewish Studies","Routledge and Kegan Paul",1,0.10638297872340426
"Hebrew & Jewish Studies","Jewish Lights Publishing",1,0.10638297872340426
"Hebrew & Jewish Studies","University Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Ktav",1,0.10638297872340426
"Hebrew & Jewish Studies","Oxford University Press on behalf of the University of Manchester",1,0.10638297872340426
"Hebrew & Jewish Studies","The Bialik Institute",1,0.10638297872340426
"Hebrew & Jewish Studies","P. Halban",1,0.10638297872340426
"Hebrew & Jewish Studies","Quadrangle Books",1,0.10638297872340426
"Hebrew & Jewish Studies","Beacon Press",1,0.10638297872340426
"Hebrew & Jewish Studies","Routledge & Kegan Paul",1,0.10638297872340426
"Hebrew & Jewish Studies","Consejo Superior de Investigaciones Cientificas, Instituto Benito Arias Montano",1,0.10638297872340426
"Hebrew & Jewish Studies","Belknap Press of Harvard University Press",2,0.2127659574468085
"Hebrew & Jewish Studies","Berghahn Books",1,0.10638297872340426
"Greek & Latin","Oxford University Press",184,11.117824773413897
"Greek & Latin","Cambridge University Press",239,14.441087613293051
"Greek & Latin","Routledge in association with the Open University",1,0.06042296072507553
"Greek & Latin","Johns Hopkins University Press",32,1.933534743202417
"Greek & Latin","Blackwell",27,1.6314199395770392
"Greek & Latin","Oxford University Press, USA",25,1.5105740181268883
"Greek & Latin","Routledge",128,7.734138972809668
"Greek & Latin","Pimlico",1,0.06042296072507553
"Greek & Latin","University of Michigan Press",28,1.6918429003021147
"Greek & Latin","Blackwell Publishing, Incorporated",7,0.4229607250755287
"Greek & Latin","Blackwell Pub",16,0.9667673716012085
"Greek & Latin","Polity",4,0.24169184290030213
"Greek & Latin","Clarendon Press",78,4.712990936555891
"Greek & Latin","University of North Carolina Press",13,0.7854984894259819
"Greek & Latin","Hackett Pub. Co",1,0.06042296072507553
"Greek & Latin","University of California Press",49,2.960725075528701
"Greek & Latin","Hackett",2,0.12084592145015106
"Greek & Latin","Harvard University Press",34,2.054380664652568
"Greek & Latin","University Press",3,0.18126888217522658
"Greek & Latin","Cornell University Press",18,1.0876132930513596
"Greek & Latin","P. Lang",7,0.4229607250755287
"Greek & Latin","Thames and Hudson",9,0.5438066465256798
"Greek & Latin","University of Texas Press",7,0.4229607250755287
"Greek & Latin","Duckworth",50,3.0211480362537766
"Greek & Latin","University of Chicago Press",14,0.8459214501510574
"Greek & Latin","Belknap Press of Harvard University Press",6,0.36253776435045315
"Greek & Latin","Oxford University Press, for the Classical Association",4,0.24169184290030213
"Greek & Latin","Yale University Press",36,2.175226586102719
"Greek & Latin","HarperCollins",2,0.12084592145015106
"Greek & Latin","Blackwell Publishers",6,0.36253776435045315
"Greek & Latin","Published for the British Academy by Oxford University Press",1,0.06042296072507553
"Greek & Latin","University of Leicester, School of Archaeology & Ancient History",1,0.06042296072507553
"Greek & Latin","Princeton University Press",61,3.685800604229607
"Greek & Latin","Brill Academic Publishers",38,2.29607250755287
"Greek & Latin","Brill Academic Pub",4,0.24169184290030213
"Greek & Latin","Cambridge University Press for the Classical Association",3,0.18126888217522658
"Greek & Latin","Wiley-Blackwell",20,1.2084592145015105
"Greek & Latin","J. Paul Getty Museum",3,0.18126888217522658
"Greek & Latin","Manchester University Press",8,0.48338368580060426
"Greek & Latin","Edinburgh University Press",5,0.3021148036253776
"Greek & Latin","Vintage",2,0.12084592145015106
"Greek & Latin","Columbia University Press",9,0.5438066465256798
"Greek & Latin","Sutton",4,0.24169184290030213
"Greek & Latin","Croom Helm",1,0.06042296072507553
"Greek & Latin","Macmillan",6,0.36253776435045315
"Greek & Latin","Hambledon & London",2,0.12084592145015106
"Greek & Latin","British Museum Press",6,0.36253776435045315
"Greek & Latin","Franz Steiner Verlag",3,0.18126888217522658
"Greek & Latin","Granta Books",5,0.3021148036253776
"Greek & Latin","Aris & Phillips",10,0.6042296072507553
"Greek & Latin","Bristol Classical Press",9,0.5438066465256798
"Greek & Latin","Chatto & Windus",1,0.06042296072507553
"Greek & Latin","University of Exeter Press",5,0.3021148036253776
"Greek & Latin","Heinemann",2,0.12084592145015106
"Greek & Latin","University of Toronto Press",1,0.06042296072507553
"Greek & Latin","Aureal Publications",2,0.12084592145015106
"Greek & Latin","Routledge & K. Paul",8,0.48338368580060426
"Greek & Latin","Bolchazy-Carducci Publishers",7,0.4229607250755287
"Greek & Latin","F. Cairns",1,0.06042296072507553
"Greek & Latin","Penguin Books",7,0.4229607250755287
"Greek & Latin","Brill",23,1.3897280966767371
"Greek & Latin","Greenwood Press",4,0.24169184290030213
"Greek & Latin","Bristol Classical",4,0.24169184290030213
"Greek & Latin","Athlone Press",1,0.06042296072507553
"Greek & Latin","Penguin",16,0.9667673716012085
"Greek & Latin","Mathesis",2,0.12084592145015106
"Greek & Latin","Ohio State University Press",3,0.18126888217522658
"Greek & Latin","Wayne State University Press",2,0.12084592145015106
"Greek & Latin","Lexington Books",1,0.06042296072507553
"Greek & Latin","Scholars Press",5,0.3021148036253776
"Greek & Latin","University of South Carolina Press",1,0.06042296072507553
"Greek & Latin","Classical Press of Wales",7,0.4229607250755287
"Greek & Latin","British Museum",3,0.18126888217522658
"Greek & Latin","Oxford U.P",3,0.18126888217522658
"Greek & Latin","Duckworth Publishing",7,0.4229607250755287
"Greek & Latin","Francis Cairns",9,0.5438066465256798
"Greek & Latin","Olms",2,0.12084592145015106
"Greek & Latin","University of Wisconsin Press",4,0.24169184290030213
"Greek & Latin","Latomus",7,0.4229607250755287
"Greek & Latin","Clarendon",3,0.18126888217522658
"Greek & Latin","Walter de Gruyter",11,0.6646525679758308
"Greek & Latin","Catholic University of America Press",1,0.06042296072507553
"Greek & Latin","Faber",5,0.3021148036253776
"Greek & Latin","Duke University Press",3,0.18126888217522658
"Greek & Latin","Pindar Press",1,0.06042296072507553
"Greek & Latin","Longman",14,0.8459214501510574
"Greek & Latin","Fontana",3,0.18126888217522658
"Greek & Latin","University of Pennsylvania Press",2,0.12084592145015106
"Greek & Latin","Harvester Press",1,0.06042296072507553
"Greek & Latin","Routledge & Kegan Paul",11,0.6646525679758308
"Greek & Latin","Clarendon P",1,0.06042296072507553
"Greek & Latin","John's Hopkins University Press",1,0.06042296072507553
"Greek & Latin","E.J. Brill",6,0.36253776435045315
"Greek & Latin","University of Minnesota Press",6,0.36253776435045315
"Greek & Latin","Blackwell Publishing Limited",23,1.3897280966767371
"Greek & Latin","Athlone",1,0.06042296072507553
"Greek & Latin","Westview Press",3,0.18126888217522658
"Greek & Latin","Rowman & Littlefield",1,0.06042296072507553
"Greek & Latin","E Typographeo Clarendoniano (Clarendon P.)",4,0.24169184290030213
"Greek & Latin","St. Martins Press",3,0.18126888217522658
"Greek & Latin","Hawthorn Press",1,0.06042296072507553
"Greek & Latin","F. Cairns, School of Classics, University of Liverpool",1,0.06042296072507553
"Greek & Latin","Published for the University of Glasgow by the Oxford University Press",3,0.18126888217522658
"Greek & Latin","University Tutorial P",2,0.12084592145015106
"Greek & Latin","Penguin Classics",2,0.12084592145015106
"Greek & Latin","Published for the Classical Association [by] Oxford University Press",2,0.12084592145015106
"Greek & Latin","Published by Oxford University Press on behalf of the Classical Association",1,0.06042296072507553
"Greek & Latin","Cambridge U.P",2,0.12084592145015106
"Greek & Latin","Duckworth, in association with The Classical Press of Wales",8,0.48338368580060426
"Greek & Latin","University of Massachusetts Press",1,0.06042296072507553
"Greek & Latin","New York University Press",2,0.12084592145015106
"Greek & Latin","Bucknell University Press",2,0.12084592145015106
"Greek & Latin","Arizona Center for Medieval and Renaissance Studies",2,0.12084592145015106
"Greek & Latin","Medieval & Renaissance Texts & Studies",1,0.06042296072507553
"Greek & Latin","Twayne Publishers",3,0.18126888217522658
"Greek & Latin","les Belles lettres",1,0.06042296072507553
"Greek & Latin","Kelsey Museum of Archaeology",1,0.06042296072507553
"Greek & Latin","Ergon",1,0.06042296072507553
"Greek & Latin","A. Hiersemann",1,0.06042296072507553
"Greek & Latin","Allen Lane",1,0.06042296072507553
"Greek & Latin","Vandenhoeck & Ruprecht GmbH & Co KG",2,0.12084592145015106
"Greek & Latin","Wissenschaftliche Buchgesellschaft",2,0.12084592145015106
"Greek & Latin","University of Oklahoma Press",4,0.24169184290030213
"Greek & Latin","Pennsylvania State University Press",2,0.12084592145015106
"Greek & Latin","Max Niemeyer",2,0.12084592145015106
"Greek & Latin","University of Exeter",2,0.12084592145015106
"Greek & Latin","Gallimard",1,0.06042296072507553
"Greek & Latin","Duckworth Publishers",1,0.06042296072507553
"Greek & Latin","Smithsonian Institution Press",1,0.06042296072507553
"Greek & Latin","Published for the Trustees of the British Museum by British Museum Press",1,0.06042296072507553
"Greek & Latin","Berg Publishers",2,0.12084592145015106
"Greek & Latin","Lawrence & Wishart",2,0.12084592145015106
"Greek & Latin","Faber and Faber",2,0.12084592145015106
"Greek & Latin","Published for the Classical Association by Oxford University Press",2,0.12084592145015106
"Greek & Latin","Fairleigh Dickinson University Press",1,0.06042296072507553
"Greek & Latin","Cambridge Scholars Pub",6,0.36253776435045315
"Greek & Latin","Palgrave Macmillan",4,0.24169184290030213
"Greek & Latin","I B Tauris & Co Ltd",3,0.18126888217522658
"Greek & Latin","Wallflower Press",3,0.18126888217522658
"Greek & Latin","Tauris",1,0.06042296072507553
"Greek & Latin","Temple University Press",1,0.06042296072507553
"Greek & Latin","Longman/Pearson",1,0.06042296072507553
"Greek & Latin","Continuum",5,0.3021148036253776
"Greek & Latin","McGraw Hill Higher Education",1,0.06042296072507553
"Greek & Latin","British Film Institute",7,0.4229607250755287
"Greek & Latin","Bedford/St. Martin's",3,0.18126888217522658
"Greek & Latin","Arnold",3,0.18126888217522658
"Greek & Latin","Indiana University Press",3,0.18126888217522658
"Greek & Latin","McGraw-Hill",1,0.06042296072507553
"Greek & Latin","Henry Holt and Company",1,0.06042296072507553
"Greek & Latin","McGraw-Hill Higher Education",1,0.06042296072507553
"Greek & Latin","BFI Publishing",3,0.18126888217522658
"Greek & Latin","BFI Pub",3,0.18126888217522658
"Greek & Latin","Bristol Phoenix Press, Univ of Exeter",2,0.12084592145015106
"Greek & Latin","Modern Library",3,0.18126888217522658
"Greek & Latin","Weidenfeld & Nicolson",1,0.06042296072507553
"Greek & Latin","Imperial Tobacco",1,0.06042296072507553
"Greek & Latin","I. B. Tauris",3,0.18126888217522658
"Greek & Latin","Tempus",1,0.06042296072507553
"Greek & Latin","Pavilion Books",1,0.06042296072507553
"Greek & Latin","Phaidon Press",1,0.06042296072507553
"Greek & Latin","University of Delaware Press",1,0.06042296072507553
"Greek & Latin","C. Scribner's Sons",1,0.06042296072507553
"Greek & Latin","Cassell",1,0.06042296072507553
"Greek & Latin","A.Lane",1,0.06042296072507553
"Greek & Latin","Peter Lang",1,0.06042296072507553
"Greek & Latin","I.R. Dee",1,0.06042296072507553
"Greek & Latin","W.W. Norton",1,0.06042296072507553
"Greek & Latin","Praeger",1,0.06042296072507553
"Greek & Latin","Little, Brown",1,0.06042296072507553
"Greek & Latin","University Press of Kentucky",1,0.06042296072507553
"Greek & Latin","Da Capo Press",1,0.06042296072507553
"Greek & Latin","Gerald Duckworth",3,0.18126888217522658
"Greek & Latin","Batsford",3,0.18126888217522658
"Greek & Latin","Book Sales",3,0.18126888217522658
"Greek & Latin","Trafalgar Square",3,0.18126888217522658
"Greek & Latin","Basic Books",1,0.06042296072507553
"Greek & Latin","Bloomsbury",3,0.18126888217522658
"Greek & Latin","Pergamon Press",1,0.06042296072507553
"Greek & Latin","University of Illinois Press",1,0.06042296072507553
"Greek & Latin","BasicBooks",1,0.06042296072507553
"Greek & Latin","McFarland",1,0.06042296072507553
"Greek & Latin","University Press of Kansas",1,0.06042296072507553
"Greek & Latin","Classical Press of Wales and Duckworth",1,0.06042296072507553
"Greek & Latin","Rowan & Littlefield",1,0.06042296072507553
"Greek & Latin","Simon & Schuster",1,0.06042296072507553
"Greek & Latin","Blackwell publishing",1,0.06042296072507553
"Greek & Latin","Annenberg School Press",1,0.06042296072507553
"Greek & Latin","Fourth Estate",1,0.06042296072507553
"Greek & Latin","Citadel Press",1,0.06042296072507553
"Greek & Latin","F. Unger Pub. Co",3,0.18126888217522658
"Greek & Latin","Studio Vista",1,0.06042296072507553
"Greek & Latin","Harry N. Abrams",1,0.06042296072507553
"Greek & Latin","Reaktion Books",1,0.06042296072507553
"Greek & Latin","Quartet Books",1,0.06042296072507553
"Greek & Latin","Flicks Books",1,0.06042296072507553
"Greek & Latin","McFarland & Co",1,0.06042296072507553
"Greek & Latin","Profile Books Ltd",1,0.06042296072507553
"Greek & Latin","Boxtree",1,0.06042296072507553
"Greek & Latin","Pocket Essentials",1,0.06042296072507553
"Greek & Latin","Newmarket Press",1,0.06042296072507553
"Greek & Latin","Blackwell Publishing Professional",1,0.06042296072507553
"Development Planning Unit","Berghahn Books",2,0.8163265306122449
"Development Planning Unit","Routledge",34,13.877551020408163
"Development Planning Unit","Metropolis Books",2,0.8163265306122449
"Development Planning Unit","The Guilford Press",5,2.0408163265306123
"Development Planning Unit","Earthscan",6,2.4489795918367347
"Development Planning Unit","Ashgate",5,2.0408163265306123
"Development Planning Unit","Spon",1,0.40816326530612246
"Development Planning Unit","Zed Books",29,11.83673469387755
"Development Planning Unit","Sage Publications Ltd",2,0.8163265306122449
"Development Planning Unit","Pluto Press",2,0.8163265306122449
"Development Planning Unit","University of Chicago Press",8,3.2653061224489797
"Development Planning Unit","Polity",5,2.0408163265306123
"Development Planning Unit","Palgrave Macmillan",12,4.8979591836734695
"Development Planning Unit","Macmillan",2,0.8163265306122449
"Development Planning Unit","Cambridge University Press",12,4.8979591836734695
"Development Planning Unit","Longman Scientific & Technical",1,0.40816326530612246
"Development Planning Unit","University of California Press",4,1.6326530612244898
"Development Planning Unit","International Bank for Reconstruction and Development/World Bank",1,0.40816326530612246
"Development Planning Unit","World Bank",9,3.673469387755102
"Development Planning Unit","Westview Press",1,0.40816326530612246
"Development Planning Unit","United Nations University Press",1,0.40816326530612246
"Development Planning Unit","Oxford University Press",19,7.755102040816326
"Development Planning Unit","Polity Press",4,1.6326530612244898
"Development Planning Unit",": University of California Press",1,0.40816326530612246
"Development Planning Unit","Blackwell Publishers",4,1.6326530612244898
"Development Planning Unit","Edward Elgar Pub",1,0.40816326530612246
"Development Planning Unit","J. Wiley",2,0.8163265306122449
"Development Planning Unit","Earthscan Publications Ltd",7,2.857142857142857
"Development Planning Unit","MIT Press",5,2.0408163265306123
"Development Planning Unit","Princeton University Press",9,3.673469387755102
"Development Planning Unit","Sage",4,1.6326530612244898
"Development Planning Unit","Harvard University Press",1,0.40816326530612246
"Development Planning Unit","Earthscan Publications",3,1.2244897959183674
"Development Planning Unit","ITDG Publishing",3,1.2244897959183674
"Development Planning Unit","Gotham",1,0.40816326530612246
"Development Planning Unit","Verso",2,0.8163265306122449
"Development Planning Unit","Cornell University Press",2,0.8163265306122449
"Development Planning Unit","Texere Publishing",1,0.40816326530612246
"Development Planning Unit","Open University Press",1,0.40816326530612246
"Development Planning Unit","Ashgate Publishing",2,0.8163265306122449
"Development Planning Unit","Sage Publications",6,2.4489795918367347
"Development Planning Unit","United Nations Research Institute for Social Development",1,0.40816326530612246
"Development Planning Unit","Palgrave",2,0.8163265306122449
"Development Planning Unit","Oxfam",2,0.8163265306122449
"Development Planning Unit","Oxfam (UK and Ireland)",2,0.8163265306122449
"Development Planning Unit","Macmillan Press",1,0.40816326530612246
"Development Planning Unit","Continuum",1,0.40816326530612246
"Development Planning Unit","Lynne Rienner Publishers",2,0.8163265306122449
"Development Planning Unit","International Labour Office",2,0.8163265306122449
"Development Planning Unit","Practical Action",4,1.6326530612244898
"Development Planning Unit","Duke University Press",1,0.40816326530612246
"Development Planning Unit","University of Minnesota Press",1,0.40816326530612246
"Development Planning Unit","Simon & Schuster",1,0.40816326530612246
"Development Planning Unit","Anthem",1,0.40816326530612246
"Development Planning Unit","Berg",1,0.40816326530612246
"Development Planning Unit","Springer",1,0.40816326530612246
"Electronic and Electrical Engineering","Cambridge University Press",9,13.235294117647058
"Electronic and Electrical Engineering","Norton",6,8.823529411764707
"Electronic and Electrical Engineering","Oxford University Press",9,13.235294117647058
"Electronic and Electrical Engineering","McGraw-Hill",13,19.11764705882353
"Electronic and Electrical Engineering","Wiley",11,16.176470588235293
"Electronic and Electrical Engineering","Prentice Hall",7,10.294117647058824
"Electronic and Electrical Engineering","Addison-Wesley",3,4.411764705882353
"Electronic and Electrical Engineering","Macmillan",2,2.9411764705882355
"Electronic and Electrical Engineering","Chapman & Hall",1,1.4705882352941178
"Electronic and Electrical Engineering","Van Nostrand Reinhold",1,1.4705882352941178
"Electronic and Electrical Engineering","Prentice Hall International",2,2.9411764705882355
"Electronic and Electrical Engineering","Institution of Electrical Engineers",1,1.4705882352941178
"Electronic and Electrical Engineering","Saunders College Pub",1,1.4705882352941178
"Electronic and Electrical Engineering","Artech House",1,1.4705882352941178
"Electronic and Electrical Engineering","Academic Press",1,1.4705882352941178
"Civil, Environmental and Geomatic Engineering","Prentice Hall",2,5.2631578947368425
"Civil, Environmental and Geomatic Engineering","Routledge",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Wiley",4,10.526315789473685
"Civil, Environmental and Geomatic Engineering","Sutton",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Thomas Telford",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","CRC Press",3,7.894736842105263
"Civil, Environmental and Geomatic Engineering","Earthscan Publications Ltd",2,5.2631578947368425
"Civil, Environmental and Geomatic Engineering","John Wiley & Sons",2,5.2631578947368425
"Civil, Environmental and Geomatic Engineering","Iwa Publishing",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Stationery Office",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Spon",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Macmillan",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Van Nostrand Reinhold",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Allen Lane",3,7.894736842105263
"Civil, Environmental and Geomatic Engineering","Palgrave Macmillan",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Princeton University Press",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Marion Boyars",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Black Swan",3,7.894736842105263
"Civil, Environmental and Geomatic Engineering","Wharton School Pub",3,7.894736842105263
"Civil, Environmental and Geomatic Engineering","World Bank Publications",3,7.894736842105263
"Civil, Environmental and Geomatic Engineering","Springer",1,2.6315789473684212
"Civil, Environmental and Geomatic Engineering","Penguin Press",1,2.6315789473684212
"Natural Sciences","Oxford University Press",1,50
"Natural Sciences","Sage Publications Ltd",1,50
"European Social and Political Studies","Penguin",1,3.8461538461538463
"European Social and Political Studies","Palgrave Macmillan",1,3.8461538461538463
"European Social and Political Studies","Oxford University Press",6,23.076923076923077
"European Social and Political Studies","Palgrave",1,3.8461538461538463
"European Social and Political Studies","Cornell University Press",1,3.8461538461538463
"European Social and Political Studies","Cambridge University Press",12,46.15384615384615
"European Social and Political Studies","Princeton University Press",1,3.8461538461538463
"European Social and Political Studies","New York",1,3.8461538461538463
"European Social and Political Studies","Clarendon Press",2,7.6923076923076925
"Graduate","Hart Publishing (UK)",36,4.411764705882353
"Graduate","Hart Publishing",34,4.166666666666667
"Graduate","Cambridge University Press",132,16.176470588235293
"Graduate","Routledge-Cavendish",7,0.8578431372549019
"Graduate","Edward Elgar Pub",6,0.7352941176470589
"Graduate","Yale University Press",2,0.24509803921568626
"Graduate","Clarendon Press",68,8.333333333333334
"Graduate","Oxford University Press",164,20.098039215686274
"Graduate","Thoemmes",2,0.24509803921568626
"Graduate","Adamant Media Corporation",22,2.696078431372549
"Graduate","Croom Helm",1,0.12254901960784313
